budget,usecase,cpu_brand_pref,gpu_brand_pref,cpu_id,gpu_id,mobo_id,ram_id,ssd_id,psu_id,case_id,cooler_id,total_price,quality_score
76624,Gaming,Intel,NVIDIA,93,20,43,48,177,141,77,289,88800.0,0
58374,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
104509,AI-ML,,,93,20,43,50,178,62,77,74,103700.0,0
51990,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
102502,AI-ML,AMD,AMD,160,117,293,50,178,62,77,0,119999.0,0
118204,AI-ML,Intel,,14,20,43,50,57,62,77,153,118000.0,0
176027,AI-ML,AMD,AMD,4,30,35,50,139,195,305,0,176000.0,0
300527,AI-ML,Intel,,94,167,46,50,60,65,314,154,300500.0,0
66499,AI-ML,,AMD,93,117,43,131,178,300,77,72,120200.0,0
62831,Gaming,Intel,AMD,93,27,43,48,177,300,77,287,80780.0,0
121107,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
41972,AI-ML,Intel,,93,20,43,131,178,300,77,287,92280.0,0
122023,Editing,AMD,NVIDIA,325,20,225,52,57,62,77,285,126780.0,0
115109,Editing,AMD,NVIDIA,325,20,225,52,57,62,77,286,126380.0,0
59824,General Use,,NVIDIA,11,0,43,243,56,300,77,287,64079.0,0
497774,AI-ML,AMD,,91,121,40,135,60,146,209,156,485300.0,0
84391,General Use,,AMD,325,0,225,51,57,180,305,73,86600.0,0
67364,Editing,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
295454,Gaming,Intel,NVIDIA,99,167,43,50,139,65,67,156,295000.0,0
103308,Editing,AMD,AMD,327,27,293,50,178,62,77,0,98999.0,0
75184,Editing,AMD,,160,27,293,131,178,141,77,0,86999.0,0
95912,Editing,Intel,AMD,11,27,43,131,178,61,77,73,101699.0,0
295594,Gaming,,AMD,91,169,225,244,60,65,148,288,295500.0,0
254128,Editing,AMD,AMD,86,169,225,244,59,181,204,155,253600.0,0
184060,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
653375,Editing,,NVIDIA,92,115,125,135,140,146,151,159,653000.0,0
146731,Editing,AMD,NVIDIA,7,105,225,52,139,142,305,153,155900.0,0
217579,Editing,AMD,NVIDIA,86,107,225,244,59,195,203,75,217600.0,0
67877,Gaming,,,93,20,43,48,177,300,77,72,86700.0,0
649355,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
495615,Editing,AMD,,164,167,40,135,140,146,214,156,495000.0,0
153445,Editing,Intel,AMD,12,28,43,50,139,195,68,153,145900.0,0
80880,Editing,AMD,AMD,1,27,293,131,178,180,77,0,89999.0,0
36006,General Use,Intel,AMD,93,0,43,130,177,300,77,287,51780.0,0
63932,Gaming,Intel,,93,27,43,48,177,300,77,287,80780.0,0
220884,Gaming,AMD,AMD,88,169,225,52,57,195,203,155,211500.0,0
62875,General Use,Intel,,11,0,43,243,178,300,77,287,66579.0,0
76563,Gaming,AMD,,160,116,293,48,177,141,77,0,84499.0,0
51093,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
153247,Editing,AMD,,88,105,225,52,139,195,68,153,158900.0,0
102803,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
301255,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
401815,Editing,,NVIDIA,99,167,46,54,60,65,70,156,372000.0,0
100445,Editing,AMD,NVIDIA,327,20,293,50,178,62,77,0,101999.0,0
246643,AI-ML,Intel,,94,167,43,50,139,181,281,76,246300.0,0
100489,Editing,AMD,AMD,327,27,293,50,178,62,77,0,98999.0,0
150363,Editing,,AMD,7,28,225,52,139,195,68,153,151400.0,0
50256,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
504277,AI-ML,,AMD,91,121,40,135,60,146,209,156,485300.0,0
33020,Editing,Intel,AMD,93,27,43,131,178,300,77,287,89280.0,0
35604,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
63512,General Use,,AMD,11,0,43,243,178,300,77,287,66579.0,0
40053,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
397922,Gaming,Intel,,99,167,46,135,60,65,310,159,397500.0,0
224047,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
402192,Gaming,AMD,AMD,91,33,40,244,59,65,70,156,400800.0,0
97846,Gaming,Intel,,95,105,43,49,177,61,77,73,106200.0,0
648762,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
400956,Editing,,,99,167,46,54,60,65,70,156,372000.0,0
122627,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
295769,Gaming,,AMD,91,169,225,244,60,65,148,156,295700.0,0
181848,Gaming,Intel,,14,166,43,50,178,195,313,153,172300.0,0
34608,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
123147,AI-ML,Intel,,95,117,43,50,178,62,77,285,130880.0,0
115476,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
302245,Gaming,,,91,167,225,54,139,65,205,76,302200.0,0
31314,General Use,AMD,,160,0,293,130,136,300,77,0,46499.0,0
33013,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
154381,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
248456,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
221634,AI-ML,Intel,,13,167,43,50,139,195,313,282,221300.0,0
153889,Gaming,Intel,AMD,14,120,43,50,178,195,68,153,156000.0,0
124630,AI-ML,AMD,,160,117,183,50,178,62,77,0,121299.0,0
295060,Editing,Intel,AMD,17,169,43,50,60,65,307,154,294900.0,0
122045,Gaming,AMD,NVIDIA,2,21,183,243,56,62,77,0,116100.0,0
60548,General Use,Intel,AMD,11,0,43,243,178,300,77,287,66579.0,0
182291,Editing,,,88,29,225,53,139,195,313,153,171400.0,0
220199,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
83414,Gaming,,NVIDIA,95,20,43,48,177,180,77,215,91500.0,0
148455,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
249066,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
149280,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
83979,General Use,,,325,0,225,51,57,180,305,215,86400.0,0
95735,General Use,,AMD,325,0,225,51,139,61,313,73,90600.0,0
649792,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
145999,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
151725,Editing,AMD,NVIDIA,7,105,225,52,139,195,68,153,157400.0,0
118974,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
299905,Editing,AMD,,91,166,225,244,60,65,148,76,281000.0,0
77616,AI-ML,Intel,,93,20,43,131,178,141,77,289,97300.0,0
54026,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
496055,Gaming,,,99,121,46,244,60,146,214,156,485300.0,0
651815,Gaming,,,164,115,40,135,60,146,280,159,648800.0,0
248654,AI-ML,AMD,,7,167,225,244,139,181,79,155,231000.0,0
117692,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
148769,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
29609,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
33858,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
247100,Gaming,AMD,,88,167,225,52,139,181,314,155,227400.0,0
33222,Editing,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
65463,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,72,95200.0,0
177174,Gaming,,,325,165,225,51,178,195,313,153,162400.0,0
99316,General Use,,,325,0,225,51,139,61,313,73,90600.0,0
78311,AI-ML,Intel,NVIDIA,93,20,43,131,178,141,77,289,97300.0,0
502521,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
64865,Gaming,Intel,AMD,93,27,43,48,177,300,77,72,83700.0,0
222915,Gaming,,AMD,88,169,225,52,57,195,203,155,211500.0,0
36188,General Use,AMD,AMD,160,0,293,130,177,300,77,0,47999.0,0
116225,Gaming,Intel,AMD,11,29,43,243,56,62,77,284,124599.0,0
500765,AI-ML,,AMD,91,121,40,135,60,146,209,156,485300.0,0
297324,Gaming,,,91,167,225,244,60,65,207,76,297180.0,0
151758,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
100175,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
97815,AI-ML,Intel,,93,20,43,131,178,61,77,73,99200.0,0
54782,Editing,Intel,,93,27,43,131,178,300,77,287,89280.0,0
648704,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
153227,Editing,Intel,,12,105,43,50,139,195,68,153,151900.0,0
181549,Gaming,AMD,NVIDIA,325,166,225,51,178,195,313,153,174200.0,0
497823,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
67860,Gaming,Intel,NVIDIA,93,20,43,48,177,300,77,72,86700.0,0
149601,AI-ML,Intel,NVIDIA,13,20,43,50,139,142,77,75,149300.0,0
179833,AI-ML,AMD,AMD,327,169,35,50,139,195,203,0,179599.0,0
217439,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
301659,Gaming,Intel,NVIDIA,17,167,232,50,139,65,207,76,301180.0,0
37003,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
179610,Gaming,AMD,NVIDIA,325,166,225,51,178,195,313,153,174200.0,0
402162,AI-ML,,NVIDIA,92,167,40,135,60,65,81,158,402000.0,0
95021,Editing,,AMD,2,27,293,131,178,61,77,0,94000.0,0
43549,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
301716,Editing,,AMD,91,169,225,244,60,65,307,76,291700.0,0
215022,Editing,Intel,,97,106,43,50,59,195,203,75,195400.0,0
83877,Editing,Intel,AMD,11,27,43,131,178,180,77,215,100999.0,0
218903,Editing,Intel,NVIDIA,97,107,43,50,59,195,203,75,202400.0,0
116588,Gaming,AMD,AMD,1,29,183,243,56,62,77,0,113099.0,0
295124,AI-ML,Intel,NVIDIA,99,167,43,50,59,65,204,76,294900.0,0
295527,AI-ML,,,91,167,225,244,60,65,314,76,294200.0,0
151338,Gaming,,AMD,325,120,225,51,178,195,68,153,157900.0,0
175977,AI-ML,,AMD,4,30,35,50,139,195,78,0,175700.0,0
498370,AI-ML,,,91,121,40,135,60,146,209,156,485300.0,0
503854,Editing,AMD,NVIDIA,164,167,40,135,140,146,211,156,502500.0,0
303864,Editing,,,91,166,225,244,60,65,307,76,281500.0,0
28712,Editing,,,93,27,43,131,178,300,77,287,89280.0,0
395910,AI-ML,Intel,NVIDIA,99,167,46,135,60,65,209,159,395300.0,0
395095,Gaming,,NVIDIA,92,167,40,135,60,65,310,156,394000.0,0
297599,Gaming,,,91,167,225,244,60,65,207,76,297180.0,0
245213,Editing,AMD,,86,165,225,244,59,181,314,155,230200.0,0
54645,Editing,,,93,27,43,131,178,300,77,287,89280.0,0
404471,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
123887,AI-ML,,AMD,160,117,183,50,178,62,77,0,121299.0,0
302152,Gaming,,NVIDIA,91,167,225,54,139,65,307,76,301900.0,0
153643,AI-ML,Intel,NVIDIA,97,20,43,50,139,195,77,153,153500.0,0
250488,Editing,AMD,AMD,86,120,225,244,59,181,314,155,226200.0,0
176416,Editing,AMD,AMD,88,29,225,53,139,195,313,153,171400.0,0
55757,General Use,,,160,0,293,49,56,300,77,0,53499.0,0
223819,AI-ML,AMD,,325,167,225,244,139,195,313,155,213700.0,0
121914,Gaming,AMD,AMD,2,29,183,243,56,62,77,0,116600.0,0
302755,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
253595,AI-ML,Intel,NVIDIA,94,167,43,50,59,181,202,76,253500.0,0
152569,Gaming,Intel,,14,165,43,50,178,195,68,153,160000.0,0
224200,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
33071,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
151839,Gaming,,,325,165,225,51,178,195,68,153,161900.0,0
75528,Editing,,,160,27,293,131,178,141,77,0,86999.0,0
254400,Gaming,Intel,,13,167,43,50,139,181,314,155,229000.0,0
252643,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
499761,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
97657,General Use,Intel,,14,0,43,50,139,61,313,73,88700.0,0
148978,AI-ML,Intel,NVIDIA,13,20,43,50,139,142,79,153,148800.0,0
116745,AI-ML,AMD,NVIDIA,326,20,183,50,57,62,68,0,116299.0,0
299597,AI-ML,Intel,,94,167,46,50,60,65,307,76,299500.0,0
177009,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
183448,Gaming,Intel,NVIDIA,14,166,43,50,178,195,79,153,173100.0,0
302386,Gaming,Intel,NVIDIA,17,167,232,50,139,65,80,76,302200.0,0
27922,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
297682,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
404728,Gaming,Intel,NVIDIA,94,114,46,244,59,65,210,156,404700.0,0
645582,Editing,,,92,115,125,135,140,146,302,158,645000.0,0
501579,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
61784,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
497460,AI-ML,,AMD,91,121,40,135,60,146,209,156,485300.0,0
176673,Gaming,,AMD,88,120,225,52,178,195,313,153,176400.0,0
35599,General Use,Intel,AMD,93,0,43,130,177,300,77,287,51780.0,0
29720,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
221368,AI-ML,,AMD,325,169,225,244,139,195,313,155,208700.0,0
400581,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
502514,Editing,Intel,AMD,102,169,128,135,262,146,214,156,452800.0,0
62979,General Use,Intel,AMD,11,0,43,243,178,300,77,287,66579.0,0
220596,AI-ML,Intel,,13,167,43,50,139,195,202,155,220500.0,0
52350,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
44219,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
395274,AI-ML,Intel,,97,121,232,50,60,65,207,156,394780.0,0
499217,Editing,Intel,NVIDIA,102,167,128,135,262,146,214,156,457800.0,0
75810,Gaming,,NVIDIA,93,20,43,48,177,141,77,72,88200.0,0
250018,AI-ML,,,7,167,225,244,139,181,79,155,231000.0,0
147574,AI-ML,,NVIDIA,13,20,43,50,139,142,68,153,147500.0,0
399982,Gaming,AMD,AMD,91,33,40,244,59,65,81,156,400300.0,0
495398,Editing,Intel,,102,167,128,135,262,146,214,156,457800.0,0
29704,Editing,Intel,AMD,93,27,43,131,178,300,77,287,89280.0,0
303444,Gaming,AMD,,91,167,225,54,139,65,80,76,303400.0,0
503052,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
57801,AI-ML,Intel,AMD,93,117,43,131,178,300,77,287,117280.0,0
115577,Editing,Intel,,14,116,43,50,57,62,77,286,119980.0,0
75046,AI-ML,AMD,NVIDIA,160,20,293,131,178,141,77,0,89999.0,0
60943,Editing,Intel,AMD,93,27,43,131,178,300,77,287,89280.0,0
216954,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
52951,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
249167,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
245703,Editing,Intel,,97,167,43,50,59,181,314,76,245500.0,0
59994,General Use,,,11,0,43,243,56,300,77,287,64079.0,0
301151,AI-ML,,NVIDIA,91,167,225,244,60,65,148,156,300700.0,0
182049,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
124650,Editing,,,325,28,225,52,57,62,77,285,132780.0,0
151989,AI-ML,,,11,120,43,50,57,195,77,153,151999.0,0
103036,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
653384,Gaming,,,164,115,40,135,262,146,211,158,653300.0,0
31486,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
182458,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
50185,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
176592,AI-ML,AMD,NVIDIA,327,23,35,50,139,195,305,0,176499.0,0
397426,Gaming,,AMD,91,33,40,244,59,65,81,156,400300.0,0
303798,Gaming,AMD,,91,167,225,54,139,65,80,76,303400.0,0
102819,Gaming,AMD,NVIDIA,1,105,293,49,177,62,77,0,100499.0,0
84554,AI-ML,Intel,,93,20,43,131,178,180,77,73,98700.0,0
67154,AI-ML,,AMD,93,117,43,131,178,300,77,72,120200.0,0
504983,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
51096,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
35269,Gaming,AMD,,160,18,293,48,177,300,77,0,72499.0,0
53085,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
297266,Gaming,Intel,AMD,99,169,43,50,59,65,80,156,297000.0,0
178512,Gaming,Intel,AMD,14,30,43,50,178,195,202,153,178500.0,0
178142,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
50704,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
496968,AI-ML,Intel,AMD,94,121,46,135,60,146,209,156,475800.0,0
224082,Gaming,,,88,167,225,52,57,195,203,155,216500.0,0
296854,Editing,,AMD,91,30,225,244,60,65,148,76,285200.0,0
302759,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
118672,AI-ML,,AMD,95,117,43,50,178,62,77,285,130880.0,0
116320,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
38228,General Use,AMD,NVIDIA,160,0,293,48,177,300,77,0,49999.0,0
64390,Gaming,Intel,,93,27,43,48,177,300,77,72,83700.0,0
101007,AI-ML,,NVIDIA,93,20,43,50,178,62,77,73,102700.0,0
183560,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
177281,Editing,Intel,NVIDIA,12,21,43,50,139,195,313,153,160400.0,0
99314,Editing,Intel,,11,27,43,131,178,61,77,73,101699.0,0
402473,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
403035,Editing,AMD,,92,167,40,135,60,65,310,158,403000.0,0
103997,Gaming,AMD,NVIDIA,1,105,293,49,177,62,77,0,100499.0,0
32112,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
147457,Gaming,Intel,,14,107,43,243,56,142,305,153,149800.0,0
56543,AI-ML,Intel,AMD,93,117,43,131,178,300,77,287,117280.0,0
179502,Editing,Intel,AMD,12,120,43,50,139,195,313,155,178900.0,0
147204,Editing,Intel,AMD,14,29,43,50,139,142,313,153,147000.0,0
25703,Editing,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
497158,AI-ML,,,91,121,40,135,60,146,209,156,485300.0,0
25690,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
82473,Gaming,AMD,NVIDIA,160,20,293,48,177,180,77,0,82499.0,0
650161,Editing,,NVIDIA,92,115,125,135,140,146,211,158,646500.0,0
62387,AI-ML,Intel,,93,20,43,131,178,300,77,287,92280.0,0
38757,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
647028,AI-ML,Intel,AMD,99,121,319,135,140,146,280,283,629400.0,0
32875,General Use,Intel,NVIDIA,93,0,43,130,136,300,77,287,50280.0,0
653267,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
247256,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
54139,General Use,,AMD,160,0,293,49,56,300,77,0,53499.0,0
246072,Gaming,Intel,AMD,13,169,43,50,139,181,314,155,224000.0,0
124528,Gaming,Intel,AMD,11,117,43,243,56,62,77,285,129179.0,0
645943,AI-ML,Intel,,99,115,319,135,140,146,308,159,645800.0,0
151449,AI-ML,AMD,AMD,1,120,35,50,57,195,77,0,141999.0,0
400630,AI-ML,Intel,NVIDIA,99,167,46,135,262,65,209,156,400100.0,0
300421,Editing,AMD,,91,166,225,244,60,65,307,76,281500.0,0
181705,AI-ML,Intel,AMD,14,30,43,50,139,195,313,153,181500.0,0
183969,AI-ML,AMD,,325,22,225,53,139,195,305,153,181900.0,0
180801,AI-ML,Intel,,14,22,43,50,139,195,78,153,168700.0,0
224420,Editing,AMD,AMD,86,120,225,244,59,195,203,155,217800.0,0
395083,Gaming,Intel,AMD,94,33,232,50,59,65,81,156,368300.0,0
151559,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
68128,AI-ML,Intel,AMD,93,117,43,131,178,300,77,72,120200.0,0
184547,Gaming,AMD,AMD,7,120,225,51,178,195,79,153,168200.0,0
36535,Editing,,,93,27,43,131,178,300,77,287,89280.0,0
645446,Gaming,Intel,NVIDIA,102,115,128,54,60,146,302,158,588000.0,0
124935,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
501814,Editing,AMD,,164,167,40,135,140,146,302,156,501000.0,0
149851,Gaming,Intel,AMD,14,120,43,243,56,142,305,153,148800.0,0
26992,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
80229,Editing,,,11,27,43,131,178,180,77,215,100999.0,0
215541,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
50506,General Use,,NVIDIA,95,0,43,49,56,300,77,287,58780.0,0
651088,AI-ML,Intel,NVIDIA,99,115,319,135,140,146,150,283,650600.0,0
43337,General Use,AMD,AMD,160,0,293,48,56,300,77,0,51499.0,0
100596,AI-ML,AMD,NVIDIA,160,20,293,50,178,62,77,0,94999.0,0
42117,Editing,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
149007,Gaming,AMD,NVIDIA,325,107,225,51,56,142,305,153,154900.0,0
501193,Gaming,AMD,NVIDIA,91,115,40,244,60,146,150,156,499800.0,0
496662,AI-ML,Intel,NVIDIA,94,114,46,135,60,146,209,156,455800.0,0
653909,Editing,AMD,,92,115,125,135,140,146,211,159,653500.0,0
50134,Editing,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
123793,Editing,AMD,NVIDIA,325,20,225,52,57,62,77,285,126780.0,0
150785,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
181940,AI-ML,,,327,167,35,50,139,195,305,0,181499.0,0
100999,Editing,AMD,NVIDIA,327,20,293,50,178,62,77,0,101999.0,0
303869,Gaming,AMD,AMD,91,169,225,54,59,65,205,76,303700.0,0
121124,Editing,AMD,NVIDIA,325,20,225,52,57,62,77,285,126780.0,0
81639,AI-ML,,NVIDIA,93,20,43,131,178,180,77,215,98500.0,0
500538,Editing,,AMD,164,169,40,135,140,146,330,158,500500.0,0
104897,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
32764,General Use,Intel,,93,0,43,130,136,300,77,287,50280.0,0
403307,AI-ML,Intel,,99,167,46,135,140,65,209,156,403300.0,0
25538,General Use,Intel,,93,0,43,130,136,300,77,287,50280.0,0
295140,Editing,Intel,,94,167,43,50,140,65,207,76,294980.0,0
64886,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
219177,AI-ML,,NVIDIA,325,167,225,244,139,195,313,75,212500.0,0
151260,AI-ML,Intel,AMD,11,120,43,50,57,195,77,153,151999.0,0
28295,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
65573,General Use,,NVIDIA,11,0,43,243,178,300,77,72,69499.0,0
653023,Gaming,AMD,,164,115,40,135,262,146,151,158,652800.0,0
99267,AI-ML,,,93,20,43,131,178,61,77,73,99200.0,0
401437,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
179821,Editing,AMD,,88,29,225,53,139,195,313,153,171400.0,0
145841,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
65068,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,72,79200.0,0
101907,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
182603,Gaming,Intel,AMD,14,30,43,50,139,195,79,153,182300.0,0
499641,Gaming,,AMD,99,121,46,244,60,146,214,156,485300.0,0
497979,Editing,AMD,NVIDIA,164,167,40,135,140,146,330,156,496500.0,0
652442,AI-ML,Intel,NVIDIA,99,115,319,135,140,146,150,283,650600.0,0
152841,AI-ML,Intel,AMD,11,120,43,50,57,195,77,153,151999.0,0
176830,Gaming,,,325,165,225,51,178,195,313,153,162400.0,0
182648,Gaming,Intel,NVIDIA,14,166,43,50,178,195,79,153,173100.0,0
83234,AI-ML,AMD,AMD,160,117,293,131,178,180,77,0,115999.0,0
182575,Gaming,,NVIDIA,7,166,225,51,178,195,79,153,184000.0,0
62199,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
101980,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
99971,Gaming,,,160,105,293,49,177,61,77,0,96999.0,0
398558,Editing,,NVIDIA,99,167,46,54,60,65,81,156,371500.0,0
499775,AI-ML,AMD,NVIDIA,91,114,40,135,60,146,209,156,465300.0,0
26510,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
215939,AI-ML,AMD,AMD,325,169,225,244,139,195,68,75,207000.0,0
40382,Editing,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
399664,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
121558,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
503391,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
79883,General Use,AMD,,325,0,225,51,57,141,305,289,85200.0,0
180385,AI-ML,,NVIDIA,82,23,35,50,139,195,78,0,180200.0,0
32373,General Use,,NVIDIA,93,0,43,130,136,300,77,287,50280.0,0
496569,Gaming,,NVIDIA,99,114,46,244,60,146,214,156,465300.0,0
399691,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
41034,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
395190,AI-ML,,,92,167,40,135,60,65,310,156,394000.0,0
29076,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
151938,Gaming,Intel,NVIDIA,14,165,43,50,178,195,68,153,160000.0,0
504656,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
224538,Gaming,,NVIDIA,88,167,225,52,57,195,203,155,216500.0,0
648613,AI-ML,AMD,,164,115,40,135,262,146,330,158,647300.0,0
180461,AI-ML,AMD,,82,169,35,50,139,195,78,0,180200.0,0
647694,Editing,AMD,NVIDIA,92,115,125,135,140,146,211,158,646500.0,0
216383,Editing,Intel,NVIDIA,97,106,43,50,59,195,203,75,195400.0,0
180783,Editing,AMD,AMD,88,29,225,53,139,195,313,153,171400.0,0
97760,Editing,,,2,27,293,131,178,61,77,0,94000.0,0
223219,Editing,,NVIDIA,86,107,225,244,59,195,203,155,218800.0,0
218942,Editing,AMD,,86,107,225,244,59,195,203,75,217600.0,0
77945,Editing,,,160,27,293,131,178,141,77,0,86999.0,0
154543,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
302863,Editing,Intel,AMD,94,169,230,50,60,65,307,76,282800.0,0
98484,General Use,AMD,,325,0,225,51,139,61,313,73,90600.0,0
499196,AI-ML,,NVIDIA,91,114,40,135,60,146,209,156,465300.0,0
504608,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
79529,General Use,AMD,AMD,325,0,225,51,57,141,305,289,85200.0,0
296475,Editing,,NVIDIA,91,166,225,244,60,65,148,76,281000.0,0
